# SD ALGORITHM — CV (SD/mean) PER TIMEPOINT,thr_all=0.04,thr_two=0.08
group,concentration_cfu_ml,time_min,cv_R,cv_G,cv_B,cv_RG,cv_RB,cv_GB,sd_flag,meets_thr_all,meets_thr_two
10^1 ,10.0,105,0.010655,0.010448,0.002017,0.015129,0.030901,0.044636,0,False,False
10^1 ,10.0,110,0.068966,0.023886,0.0094,0.018422,0.04581,0.044034,0,False,False
10^1 ,10.0,115,0.086723,0.030624,0.011783,0.019824,0.050386,0.041016,0,False,False
10^1 ,10.0,120,0.092753,0.034013,0.012631,0.019506,0.052185,0.040495,0,False,False
10^2,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^2,100.0,5,0.041736,0.071572,0.0,0.035818,0.008503,0.044315,0,False,False
10^2,100.0,10,0.054243,0.107875,0.0,0.057581,0.014799,0.071845,0,False,False
10^2,100.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^2,100.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^2,100.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^2,100.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^2,100.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^2,100.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^2,100.0,45,0.018432,0.05237,0.002771,0.032524,0.00016,0.032364,0,False,False
10^2,100.0,50,0.02029,0.080523,0.008201,0.0575,0.010849,0.047408,0,False,False
10^2,100.0,55,0.021578,0.103693,0.010854,0.075749,0.010867,0.065416,0,False,False
10^2,100.0,60,0.061953,0.125946,0.041116,0.068189,0.015133,0.06636,0,False,False
10^2,100.0,65,0.072041,0.135384,0.048617,0.062429,0.015313,0.064128,0,False,False
10^2,100.0,70,0.076496,0.139932,0.051836,0.0579,0.014539,0.061116,0,False,False
10^2,100.0,75,0.075954,0.142352,0.052963,0.054383,0.015143,0.056822,0,False,False
10^2,100.0,80,0.074745,0.143301,0.05331,0.051362,0.017327,0.053144,0,False,False
10^2,100.0,85,0.065731,0.112534,0.049863,0.032485,0.020202,0.035724,0,False,False
10^2,100.0,90,0.055476,0.078158,0.042479,0.015981,0.023255,0.028496,0,False,False
10^2,100.0,95,0.04123,0.049391,0.031562,0.015625,0.025719,0.032406,0,False,False
10^2,100.0,100,0.006568,0.027555,0.00628,0.005836,0.030307,0.034608,0,False,False
10^2,100.0,105,0.008513,0.022784,0.004609,0.006086,0.030711,0.035385,0,False,False
10^2,100.0,110,0.069063,0.024937,0.007237,0.017729,0.048921,0.038273,0,False,False
10^2,100.0,115,0.087459,0.027995,0.008784,0.02176,0.054819,0.037255,0,False,False
10^2,100.0,120,0.093639,0.030498,0.009367,0.022245,0.056797,0.038251,0,False,False
10^3,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^3,1000.0,5,0.060354,0.075516,0.0,0.021137,0.027142,0.048265,0,False,False
10^3,1000.0,10,0.071244,0.109127,0.0,0.043039,0.031314,0.072934,0,False,False
10^3,1000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^3,1000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^3,1000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^3,1000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^3,1000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^3,1000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^3,1000.0,45,0.01676,0.053986,0.0,0.035812,0.000939,0.03675,0,False,False
10^3,1000.0,50,0.019362,0.082466,0.0,0.060063,0.003125,0.057199,0,False,False
10^3,1000.0,55,0.019301,0.102444,0.0,0.07643,0.002611,0.074537,0,False,False
10^3,1000.0,60,0.048042,0.127879,0.028556,0.076785,0.009038,0.082079,0,False,False
10^3,1000.0,65,0.05461,0.140979,0.034551,0.076656,0.0087,0.084138,0,False,False
10^3,1000.0,70,0.057466,0.146902,0.037326,0.074327,0.007952,0.082494,0,False,False
10^3,1000.0,75,0.056659,0.150167,0.038393,0.071675,0.011551,0.078041,0,False,False
10^3,1000.0,80,0.055413,0.151187,0.038729,0.068679,0.01577,0.07343,0,False,False
10^3,1000.0,85,0.047117,0.119648,0.037662,0.046042,0.020277,0.04946,0,False,False
10^3,1000.0,90,0.038723,0.084438,0.033928,0.022271,0.024628,0.031898,0,False,False
10^3,1000.0,95,0.028958,0.05432,0.026154,0.009041,0.027617,0.032292,0,False,False
10^3,1000.0,100,0.007626,0.023577,0.00484,0.010528,0.031346,0.039242,0,False,False
10^3,1000.0,105,0.009531,0.013851,0.00294,0.013242,0.030496,0.042951,0,False,False
10^3,1000.0,110,0.060156,0.026921,0.007625,0.012411,0.040856,0.047255,0,False,False
10^3,1000.0,115,0.076184,0.034408,0.009669,0.011431,0.043563,0.047136,0,False,False
10^3,1000.0,120,0.082164,0.038688,0.010519,0.010675,0.044731,0.047812,0,False,False
10^4,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^4,10000.0,5,0.045261,0.045349,0.0,0.00603,0.012031,0.01806,0,False,False
10^4,10000.0,10,0.058338,0.066888,0.0,0.012095,0.018784,0.030751,0,False,False
10^4,10000.0,15,0.051321,0.146144,0.0,0.027121,0.040592,0.02768,0,False,False
10^4,10000.0,20,0.046428,0.164168,0.0,0.027446,0.043805,0.026707,0,False,False
10^4,10000.0,25,0.042884,0.167383,0.0,0.026104,0.044336,0.026697,0,False,False
10^4,10000.0,30,0.039614,0.165847,0.0,0.024315,0.043456,0.026802,0,False,False
10^4,10000.0,35,0.036952,0.16276,0.0,0.02263,0.042429,0.027296,0,False,False
10^4,10000.0,40,0.042392,0.152156,0.0,0.021341,0.047669,0.038407,0,False,False
10^4,10000.0,45,0.035522,0.119616,0.0,0.017705,0.053234,0.049799,0,False,False
10^4,10000.0,50,0.040973,0.088275,0.0,0.015971,0.056304,0.059869,0,False,False
10^4,10000.0,55,0.047893,0.061975,0.0,0.01657,0.05744,0.068316,0,False,False
10^4,10000.0,60,0.056432,0.062705,0.001577,0.022762,0.062917,0.080333,0,False,False
10^4,10000.0,65,0.058855,0.064374,0.001707,0.027756,0.063028,0.085663,0,False,False
10^4,10000.0,70,0.057181,0.06725,0.001795,0.030198,0.057348,0.082958,0,False,False
10^4,10000.0,75,0.047326,0.071563,0.001744,0.031136,0.044733,0.069086,0,False,False
10^4,10000.0,80,0.026399,0.075889,0.001678,0.028099,0.01914,0.0333,0,False,False
10^4,10000.0,85,0.01871,0.061296,0.001595,0.021614,0.0234,0.027099,0,False,False
10^4,10000.0,90,0.015458,0.047801,0.001482,0.015409,0.027735,0.026264,0,False,False
10^4,10000.0,95,0.014491,0.037494,0.001455,0.010833,0.031273,0.027974,0,False,False
10^4,10000.0,100,0.01502,0.022134,0.001302,0.00639,0.034401,0.033024,0,False,False
10^4,10000.0,105,0.012712,0.018662,0.001,0.006338,0.03177,0.034402,0,False,False
10^4,10000.0,110,0.038609,0.026708,0.001027,0.016143,0.030977,0.044898,0,False,False
10^4,10000.0,115,0.047818,0.032014,0.000912,0.021317,0.02672,0.048217,0,False,False
10^4,10000.0,120,0.052254,0.03527,0.000953,0.024183,0.025988,0.050429,0,False,False
10^5,100000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,5,0.040311,0.080168,0.008637,0.045857,0.00156,0.044299,0,False,False
10^5,100000.0,10,0.047156,0.100446,0.013115,0.055993,0.006273,0.050949,0,False,False
10^5,100000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,45,0.008881,0.024435,0.007146,0.014124,0.014087,3.7e-05,0,False,False
10^5,100000.0,50,0.009696,0.033407,0.006551,0.019886,0.018065,0.002106,0,False,False
10^5,100000.0,55,0.013886,0.043942,0.006429,0.02267,0.015153,0.012311,0,False,False
10^5,100000.0,60,0.062057,0.078123,0.044411,0.01967,0.016343,0.015434,0,False,False
10^5,100000.0,65,0.071288,0.0946,0.05148,0.01981,0.015426,0.019661,0,False,False
10^5,100000.0,70,0.075144,0.105446,0.053891,0.021885,0.014399,0.023539,0,False,False
10^5,100000.0,75,0.071087,0.109579,0.053243,0.026789,0.021084,0.021845,0,False,False
10^5,100000.0,80,0.067278,0.112295,0.052214,0.030366,0.027465,0.020494,0,False,False
10^5,100000.0,85,0.060057,0.101759,0.048103,0.028259,0.03196,0.018981,0,False,False
10^5,100000.0,90,0.051585,0.086815,0.042269,0.026824,0.037184,0.018212,0,False,False
10^5,100000.0,95,0.040064,0.066202,0.031834,0.025804,0.041277,0.019084,0,False,False
10^5,100000.0,100,0.027437,0.033584,0.00338,0.024955,0.044725,0.023503,0,False,False
10^5,100000.0,105,0.02525,0.025611,0.003031,0.017367,0.042205,0.027328,0,False,False
10^5,100000.0,110,0.077854,0.034295,0.013156,0.016642,0.053214,0.037263,0,False,False
10^5,100000.0,115,0.094186,0.041484,0.015857,0.014996,0.054172,0.039449,0,False,False
10^5,100000.0,120,0.101765,0.045524,0.017334,0.014418,0.056722,0.043043,0,False,False
10^6,1000000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,5,0.060985,0.11458,0.01159,0.059714,0.016187,0.075865,0,False,False
10^6,1000000.0,10,0.071067,0.154607,0.018424,0.087541,0.013719,0.100026,0,False,True
10^6,1000000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,45,0.011431,0.065143,0.013226,0.052302,0.017616,0.034702,0,False,False
10^6,1000000.0,50,0.010854,0.08532,0.014655,0.070603,0.025594,0.045287,0,False,False
10^6,1000000.0,55,0.012677,0.099021,0.015868,0.077548,0.024391,0.054761,0,False,False
10^6,1000000.0,60,0.086495,0.126565,0.066832,0.067367,0.025706,0.049237,0,False,False
10^6,1000000.0,65,0.099684,0.137703,0.078333,0.060238,0.023563,0.044879,0,False,False
10^6,1000000.0,70,0.103663,0.142289,0.08264,0.055015,0.021515,0.041154,0,False,False
10^6,1000000.0,75,0.099097,0.141958,0.082817,0.05145,0.028367,0.039577,0,False,False
10^6,1000000.0,80,0.094144,0.140446,0.082066,0.048793,0.036491,0.039993,0,False,False
10^6,1000000.0,85,0.085234,0.104814,0.075051,0.030709,0.042696,0.037138,0,False,False
10^6,1000000.0,90,0.074872,0.073142,0.065017,0.025796,0.050858,0.043575,0,False,False
10^6,1000000.0,95,0.060637,0.046477,0.048609,0.026267,0.058647,0.048019,0,False,False
10^6,1000000.0,100,0.046048,0.012511,0.002244,0.02245,0.067072,0.044959,0,False,False
10^6,1000000.0,105,0.046888,0.010009,0.002212,0.022425,0.067034,0.044971,0,False,False
10^6,1000000.0,110,0.112564,0.039086,0.012137,0.035806,0.089442,0.052793,0,False,False
10^6,1000000.0,115,0.134079,0.050255,0.015022,0.040535,0.095794,0.054013,1,True,False
10^6,1000000.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,125,0.135399,0.640013,0.151699,0.635805,0.442898,0.945568,0,True,True
10^7,10000000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,5,0.064081,0.150851,0.019233,0.093108,0.011646,0.104696,0,False,True
10^7,10000000.0,10,0.065807,0.201737,0.029099,0.141746,0.013708,0.136643,0,False,True
10^7,10000000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,45,0.000647,0.04849,0.014605,0.046414,0.029777,0.016649,0,False,False
10^7,10000000.0,50,0.008637,0.05599,0.01581,0.058261,0.044209,0.015239,0,False,False
10^7,10000000.0,55,0.010413,0.060086,0.016526,0.060694,0.046217,0.015553,0,False,False
10^7,10000000.0,60,0.082478,0.081295,0.078125,0.060766,0.040043,0.034939,0,False,False
10^7,10000000.0,65,0.091746,0.08899,0.091838,0.056498,0.037856,0.041134,0,False,False
10^7,10000000.0,70,0.091248,0.09215,0.096791,0.051743,0.040257,0.04426,1,True,False
10^7,10000000.0,75,0.084853,0.091231,0.097093,0.04831,0.056029,0.05301,1,True,False
10^7,10000000.0,80,0.07943,0.089909,0.096215,0.047288,0.071936,0.059715,1,True,False
10^7,10000000.0,85,0.08021,0.066843,0.088375,0.048162,0.085534,0.065465,1,True,False
10^7,10000000.0,90,0.094362,0.049907,0.076716,0.068352,0.111033,0.064995,1,True,False
10^7,10000000.0,95,0.125073,0.034428,0.057386,0.103345,0.145848,0.058052,1,True,True
10^7,10000000.0,100,0.178436,0.007711,0.013669,0.150854,0.184023,0.039363,1,False,True
10^7,10000000.0,105,0.226919,0.005885,0.024016,0.195946,0.219413,0.033544,1,False,True
10^7,10000000.0,110,0.298304,0.05255,0.037361,0.21195,0.248295,0.042323,1,True,True
10^7,10000000.0,115,0.307624,0.067512,0.042585,0.206479,0.24461,0.04474,1,True,True
10^7,10000000.0,120,0.293235,0.074829,0.044259,0.188862,0.228641,0.049418,1,True,True
10^8 (Positive Control),100000000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,5,0.022761,0.07048,0.003235,0.05369,0.013716,0.039989,0,False,False
10^8 (Positive Control),100000000.0,10,0.018294,0.087096,0.007081,0.073733,0.031734,0.043967,0,False,False
10^8 (Positive Control),100000000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,45,0.028901,0.030187,0.007994,0.057633,0.052696,0.004944,0,False,False
10^8 (Positive Control),100000000.0,50,0.088695,0.032957,0.011783,0.114655,0.12146,0.008517,0,False,True
10^8 (Positive Control),100000000.0,55,0.104658,0.029281,0.01738,0.121218,0.14104,0.023386,0,False,True
10^8 (Positive Control),100000000.0,60,0.096221,0.038312,0.042008,0.118521,0.146039,0.032539,0,False,True
10^8 (Positive Control),100000000.0,65,0.089714,0.042931,0.047046,0.112924,0.142397,0.035134,1,False,True
10^8 (Positive Control),100000000.0,70,0.084292,0.046333,0.048163,0.107875,0.137442,0.035456,1,False,True
10^8 (Positive Control),100000000.0,75,0.082773,0.048215,0.047309,0.104155,0.136663,0.039391,1,False,True
10^8 (Positive Control),100000000.0,80,0.080802,0.050464,0.04634,0.100829,0.135511,0.042237,1,True,True
10^8 (Positive Control),100000000.0,85,0.057439,0.04287,0.04043,0.066582,0.101463,0.040793,1,True,False
10^8 (Positive Control),100000000.0,90,0.024487,0.041023,0.032423,0.028328,0.061143,0.033746,0,False,False
10^8 (Positive Control),100000000.0,95,0.019372,0.042292,0.021607,0.022675,0.046205,0.024449,0,False,False
10^8 (Positive Control),100000000.0,100,0.0209,0.036666,0.003098,0.022257,0.040508,0.019382,0,False,False
10^8 (Positive Control),100000000.0,105,0.019439,0.038593,0.002633,0.023779,0.039861,0.017514,0,False,False
10^8 (Positive Control),100000000.0,110,0.028287,0.04461,0.00313,0.03894,0.032262,0.043201,0,False,False
10^8 (Positive Control),100000000.0,115,0.030144,0.04945,0.003259,0.04943,0.021257,0.052716,0,False,False
10^8 (Positive Control),100000000.0,120,0.032849,0.05263,0.003051,0.056639,0.01709,0.059951,0,False,False
0 (Sterile Negative Control),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
0 (Sterile Negative Control),0.0,5,0.031493,0.030099,0.0,0.004546,0.001747,0.002799,0,False,False
0 (Sterile Negative Control),0.0,10,0.03556,0.04229,0.0,0.010592,0.004485,0.006089,0,False,False
0 (Sterile Negative Control),0.0,15,0.048259,0.135554,0.0,0.00865,0.01653,0.016632,0,False,False
0 (Sterile Negative Control),0.0,20,0.050211,0.155267,0.0,0.007846,0.018377,0.019989,0,False,False
0 (Sterile Negative Control),0.0,25,0.050662,0.159359,0.0,0.008513,0.018426,0.022218,0,False,False
0 (Sterile Negative Control),0.0,30,0.048716,0.158077,0.0,0.009622,0.018351,0.024115,0,False,False
0 (Sterile Negative Control),0.0,35,0.046785,0.155297,0.0,0.010906,0.018137,0.025663,0,False,False
0 (Sterile Negative Control),0.0,40,0.043816,0.146871,0.0,0.015002,0.017266,0.027813,0,False,False
0 (Sterile Negative Control),0.0,45,0.027829,0.125815,0.0,0.018572,0.015124,0.030693,0,False,False
0 (Sterile Negative Control),0.0,50,0.019118,0.106143,0.0,0.022219,0.012735,0.033625,0,False,False
0 (Sterile Negative Control),0.0,55,0.01304,0.089224,0.0,0.024864,0.011689,0.03623,0,False,False
0 (Sterile Negative Control),0.0,60,0.016873,0.085087,0.0,0.026681,0.014111,0.040581,0,False,False
0 (Sterile Negative Control),0.0,65,0.019829,0.077679,0.0,0.027172,0.015191,0.042509,0,False,False
0 (Sterile Negative Control),0.0,70,0.022693,0.0694,0.0,0.025355,0.014923,0.040806,0,False,False
0 (Sterile Negative Control),0.0,75,0.025801,0.064811,0.0,0.02107,0.012753,0.034448,0,False,False
0 (Sterile Negative Control),0.0,80,0.028379,0.062134,0.0,0.007692,0.007118,0.013688,0,False,False
0 (Sterile Negative Control),0.0,85,0.023568,0.05943,0.0,0.006002,0.006651,0.011522,0,False,False
0 (Sterile Negative Control),0.0,90,0.020744,0.056406,0.0,0.004239,0.005929,0.008895,0,False,False
0 (Sterile Negative Control),0.0,95,0.020791,0.055857,0.0,0.003919,0.004179,0.006639,0,False,False
0 (Sterile Negative Control),0.0,100,0.018105,0.051931,0.0,0.004809,0.003608,0.007277,0,False,False
0 (Sterile Negative Control),0.0,105,0.016958,0.04687,0.0,0.006422,0.004344,0.010147,0,False,False
0 (Sterile Negative Control),0.0,110,0.028278,0.036754,0.0,0.010955,0.008431,0.019407,0,False,False
0 (Sterile Negative Control),0.0,115,0.035692,0.024469,0.0,0.014539,0.010621,0.025374,0,False,False
0 (Sterile Negative Control),0.0,120,0.039384,0.021104,0.0,0.016888,0.011557,0.028565,0,False,False

# SD ALGORITHM — PER-GROUP SUMMARY (final timepoint CVs)
group,concentration_cfu_ml,final_cv_RG,final_cv_RB,final_cv_GB,sd_event_count,detected,first_detection_min
10^1 ,10.0,0.019506,0.052185,0.040495,0,False,
10^2,100.0,0.022245,0.056797,0.038251,0,False,
10^3,1000.0,0.010675,0.044731,0.047812,0,False,
10^4,10000.0,0.024183,0.025988,0.050429,0,False,
10^5,100000.0,0.014418,0.056722,0.043043,0,False,
10^6,1000000.0,0.635805,0.442898,0.945568,1,False,
10^7,10000000.0,0.188862,0.228641,0.049418,11,True,70
10^8 (Positive Control),100000000.0,0.056639,0.01709,0.059951,5,True,65
0 (Sterile Negative Control),0.0,0.016888,0.011557,0.028565,0,False,
