group,concentration_cfu_ml,time_min,R,G,B,RG_ratio,RB_ratio,GB_ratio,reagent_normalized
10^1 ,10.0,120,148.7985,69.6389,235.3307,1.776543,0.80436,0.452767,True
10^2,100.0,0,171.6349,153.3361,255.0,1.124328,0.733708,0.652574,True
10^2,100.0,5,161.7948,138.5634,255.0,1.182761,0.724938,0.61292,True
10^2,100.0,10,154.0481,123.4652,255.0,1.260822,0.712399,0.565028,True
10^2,100.0,15,151.3939,76.9901,230.4254,1.620763,0.833138,0.514041,True
10^2,100.0,20,151.3275,76.4111,231.3784,1.609353,0.833179,0.517711,True
10^2,100.0,25,149.5711,76.5256,230.0799,1.592489,0.833859,0.52362,True
10^2,100.0,30,151.4832,76.7482,230.2413,1.592674,0.838987,0.526779,True
10^2,100.0,35,151.5381,76.5261,230.2303,1.586937,0.840599,0.529699,True
10^2,100.0,40,147.8851,107.6917,255.0,1.381932,0.704652,0.509904,True
10^2,100.0,45,144.0797,100.0005,254.0026,1.446991,0.704812,0.487088,True
10^2,100.0,50,142.11,91.6284,251.008,1.548411,0.718058,0.463738,True
10^2,100.0,55,140.757,84.7909,249.038,1.641299,0.718187,0.437572,True
10^2,100.0,60,125.2639,78.5025,230.1024,1.574686,0.692736,0.43992,True
10^2,100.0,65,124.9332,77.0945,229.1002,1.574525,0.69544,0.441682,True
10^2,100.0,70,124.0664,75.978,228.0107,1.57477,0.698338,0.443454,True
10^2,100.0,75,125.8093,74.9385,227.6288,1.579259,0.718593,0.455019,True
10^2,100.0,80,125.7241,74.2612,226.9498,1.577316,0.727713,0.461361,True
10^2,100.0,85,125.5057,73.8163,226.5706,1.57025,0.732137,0.466255,True
10^2,100.0,90,125.6842,73.308,226.2359,1.567174,0.738973,0.471532,True
10^2,100.0,95,124.3671,72.4851,226.3271,1.552293,0.739434,0.47635,True
10^2,100.0,100,126.8131,72.6215,225.8809,1.55793,0.753117,0.483409,True
10^2,100.0,105,127.4113,72.0834,226.326,1.559464,0.761254,0.488151,True
10^2,100.0,110,152.1364,77.7793,231.2191,1.646425,0.827903,0.502849,True
10^2,100.0,115,151.7642,77.4398,230.6592,1.636704,0.82925,0.506658,True
10^2,100.0,120,148.9296,77.0666,229.7628,1.606734,0.824579,0.513202,True
10^3,1000.0,0,184.3667,179.3737,255.0,1.032418,0.788134,0.763386,True
10^3,1000.0,5,169.2745,161.1884,255.0,1.063748,0.758452,0.712999,True
10^3,1000.0,10,160.2102,144.1185,255.0,1.123342,0.740896,0.659546,True
10^3,1000.0,15,162.1261,94.8136,240.9178,1.40938,0.853342,0.605473,True
10^3,1000.0,20,161.8081,94.2666,241.5894,1.394867,0.853229,0.611692,True
10^3,1000.0,25,160.8229,94.3949,240.6753,1.388145,0.857117,0.617455,True
10^3,1000.0,30,162.3086,94.724,240.8439,1.382649,0.859369,0.621538,True
10^3,1000.0,35,162.3759,94.5886,240.8127,1.375722,0.861136,0.625952,True
10^3,1000.0,40,154.373,129.6766,255.0,1.197993,0.735567,0.613999,True
10^3,1000.0,45,150.7568,120.1402,255.0,1.260242,0.73459,0.582896,True
10^3,1000.0,50,148.5754,109.9042,255.0,1.34966,0.738973,0.547526,True
10^3,1000.0,55,147.9415,102.586,255.0,1.425834,0.737196,0.517028,True
10^3,1000.0,60,135.603,93.5572,238.9226,1.430355,0.722229,0.50493,True
10^3,1000.0,65,135.7067,90.7999,237.73,1.452149,0.727988,0.501318,True
10^3,1000.0,70,134.9566,89.7464,236.611,1.4502,0.732026,0.504776,True
10^3,1000.0,75,136.4997,88.4624,236.2519,1.451504,0.751197,0.51753,True
10^3,1000.0,80,136.5344,87.9938,235.8442,1.445612,0.76048,0.526061,True
10^3,1000.0,85,136.6454,87.8825,235.5475,1.435987,0.766742,0.533948,True
10^3,1000.0,90,137.2027,87.5179,235.5977,1.433024,0.774642,0.540565,True
10^3,1000.0,95,136.1839,87.0718,236.0746,1.415027,0.77626,0.548583,True
10^3,1000.0,100,138.5659,87.5241,235.6632,1.412464,0.788756,0.558425,True
10^3,1000.0,105,139.0734,87.5207,236.5584,1.40196,0.79499,0.567056,True
10^3,1000.0,110,161.9006,94.7413,241.299,1.438407,0.844234,0.586923,True
10^3,1000.0,115,161.6948,94.494,240.8465,1.429082,0.846141,0.592087,True
10^3,1000.0,120,159.8327,94.3206,240.3023,1.408925,0.846133,0.600552,True
10^4,10000.0,0,206.2163,208.2496,255.0,0.994651,0.881537,0.886278,True
10^4,10000.0,5,193.426,195.3087,255.0,1.003169,0.866665,0.863927,True
10^4,10000.0,10,183.5976,182.1326,255.0,1.018641,0.849052,0.833514,True
10^4,10000.0,15,187.4772,146.186,255.0,1.057033,0.932282,0.881981,True
10^4,10000.0,20,187.2948,144.7477,255.0,1.051488,0.935683,0.889866,True
10^4,10000.0,25,186.9188,145.3217,255.0,1.047992,0.940236,0.897178,True
10^4,10000.0,30,188.0455,145.5364,255.0,1.04261,0.940366,0.901934,True
10^4,10000.0,35,188.2426,145.3225,255.0,1.038084,0.942773,0.908186,True
10^4,10000.0,40,176.4878,170.6824,255.0,1.040568,0.84094,0.808155,True
10^4,10000.0,45,172.1613,163.1045,255.0,1.06007,0.838887,0.791351,True
10^4,10000.0,50,169.4074,156.7501,255.0,1.078987,0.842586,0.780905,True
10^4,10000.0,55,168.8161,153.2841,255.0,1.088889,0.841214,0.772543,True
10^4,10000.0,60,162.5319,145.0115,253.7946,1.106083,0.814928,0.736769,True
10^4,10000.0,65,163.7117,142.5598,254.3277,1.115779,0.820905,0.735724,True
10^4,10000.0,70,163.8985,141.4253,254.2812,1.117632,0.827233,0.740165,True
10^4,10000.0,75,167.4293,139.623,254.6811,1.128028,0.854737,0.757727,True
10^4,10000.0,80,167.938,138.9666,254.6406,1.125901,0.866348,0.76947,True
10^4,10000.0,85,168.0529,138.0704,254.5004,1.124095,0.87275,0.776403,True
10^4,10000.0,90,168.5066,137.6645,254.3896,1.118878,0.881104,0.787489,True
10^4,10000.0,95,167.7486,135.4863,254.955,1.12016,0.885372,0.790398,True
10^4,10000.0,100,169.4906,136.1882,254.6935,1.110337,0.8927,0.80399,True
10^4,10000.0,105,169.3823,135.0756,254.9827,1.106353,0.898284,0.811932,True
10^4,10000.0,110,186.8689,147.1029,255.0,1.069273,0.922076,0.862339,True
10^4,10000.0,115,187.1389,146.5183,255.0,1.066688,0.924934,0.867108,True
10^4,10000.0,120,186.1498,145.7491,255.0,1.061905,0.928652,0.874515,True
10^5,100000.0,0,159.4666,140.6059,248.2792,1.139195,0.700144,0.614595,True
10^5,100000.0,5,150.6276,125.5199,245.2651,1.21555,0.70169,0.577261,True
10^5,100000.0,10,145.2943,115.2195,241.8533,1.274279,0.708441,0.555955,True
10^5,100000.0,15,158.4724,86.8929,224.3286,1.503196,0.895794,0.595927,True
10^5,100000.0,20,158.9386,86.3355,225.0922,1.495995,0.899523,0.601287,True
10^5,100000.0,25,158.2816,86.6499,224.0771,1.488324,0.90606,0.608778,True
10^5,100000.0,30,160.04,86.6459,224.167,1.490428,0.910397,0.610829,True
10^5,100000.0,35,160.6578,86.5934,224.1112,1.486841,0.91552,0.615749,True
10^5,100000.0,40,142.4677,107.8284,240.3755,1.329621,0.72014,0.541613,True
10^5,100000.0,45,140.6896,104.1655,237.9583,1.356448,0.734631,0.541585,True
10^5,100000.0,50,139.7801,100.8638,237.4504,1.383573,0.746612,0.539626,True
10^5,100000.0,55,137.7896,97.2973,236.9025,1.400176,0.73906,0.527834,True
10^5,100000.0,60,121.6237,87.4996,215.1671,1.371714,0.719292,0.524374,True
10^5,100000.0,65,122.1882,84.8386,215.4405,1.399365,0.723284,0.516866,True
10^5,100000.0,70,121.4909,82.5718,215.1121,1.418937,0.724847,0.510838,True
10^5,100000.0,75,127.45,82.7185,216.9674,1.449382,0.763736,0.526939,True
10^5,100000.0,80,128.1974,81.7286,216.8481,1.461393,0.776595,0.531407,True
10^5,100000.0,85,128.4591,80.8657,216.5755,1.467095,0.783949,0.534355,True
10^5,100000.0,90,128.9992,80.1534,216.4254,1.471136,0.792845,0.538934,True
10^5,100000.0,95,128.085,79.0319,216.695,1.466266,0.79539,0.542459,True
10^5,100000.0,100,130.0532,79.1588,216.2806,1.465787,0.806643,0.550314,True
10^5,100000.0,105,130.3794,78.5819,216.8719,1.463824,0.812946,0.555358,True
10^5,100000.0,110,157.5262,87.6198,224.8872,1.513294,0.881369,0.582418,True
10^5,100000.0,115,157.6833,87.1963,224.0957,1.510265,0.886827,0.5872,True
10^5,100000.0,120,156.221,86.6297,223.5383,1.499345,0.889034,0.592948,True
10^6,1000000.0,0,153.4734,137.5922,245.5443,1.120395,0.681335,0.608121,True
10^6,1000000.0,5,140.7841,116.9677,241.5525,1.219183,0.665915,0.546197,True
10^6,1000000.0,10,133.4467,101.0405,236.6692,1.334609,0.664926,0.498218,True
10^6,1000000.0,15,154.4404,67.8045,201.9283,1.877363,0.969847,0.5166,True
10^6,1000000.0,20,155.8053,67.0942,202.781,1.887066,0.97881,0.518694,True
10^6,1000000.0,25,155.3983,67.2811,201.4899,1.881866,0.989275,0.525688,True
10^6,1000000.0,30,158.3668,67.3992,201.993,1.896007,0.999774,0.527305,True
10^6,1000000.0,35,159.8688,67.3286,202.0182,1.902882,1.010655,0.531118,True
10^6,1000000.0,40,129.6956,88.2625,232.9805,1.478746,0.676389,0.457407,True
10^6,1000000.0,45,127.6157,80.4893,228.663,1.592323,0.693452,0.435497,True
10^6,1000000.0,50,127.0565,74.4652,226.3601,1.703472,0.7119,0.417911,True
10^6,1000000.0,55,125.8203,70.417,224.6112,1.766606,0.71179,0.402914,True
10^6,1000000.0,60,103.9965,63.2734,195.7761,1.621993,0.675962,0.416748,True
10^6,1000000.0,65,105.0897,62.245,195.5031,1.640405,0.685509,0.41789,True
10^6,1000000.0,70,105.3561,61.6646,194.9264,1.647686,0.693675,0.420999,True
10^6,1000000.0,75,110.6525,62.1757,196.3235,1.674118,0.732802,0.437724,True
10^6,1000000.0,80,112.0842,61.9988,196.0395,1.684315,0.751056,0.445912,True
10^6,1000000.0,85,113.2334,61.683,195.6464,1.695378,0.764954,0.451199,True
10^6,1000000.0,90,114.9488,61.5031,195.5827,1.708421,0.781778,0.457603,True
10^6,1000000.0,95,115.0049,60.6831,195.3037,1.714609,0.792385,0.462137,True
10^6,1000000.0,100,118.4278,60.8703,195.1063,1.735791,0.814255,0.469097,True
10^6,1000000.0,105,120.7125,60.6959,195.549,1.754671,0.834743,0.475726,True
10^6,1000000.0,110,151.3685,68.5143,202.59,1.85963,0.940129,0.505546,True
10^6,1000000.0,115,152.2597,68.3663,202.0266,1.859979,0.949868,0.510688,True
10^6,1000000.0,120,182.914,180.0675,162.0121,0.84458,1.436251,1.700551,True
10^6,1000000.0,125,150.9494,67.8642,200.9456,2.224286,0.751195,0.337724,True
10^7,10000000.0,0,148.7411,121.932,238.1917,1.225308,0.68071,0.555542,True
10^7,10000000.0,5,135.8458,98.4269,231.7998,1.39802,0.669591,0.478957,True
10^7,10000000.0,10,131.1244,81.5117,224.7206,1.625568,0.688094,0.423295,True
10^7,10000000.0,15,255.0,63.9188,200.2472,3.288192,1.614779,0.491084,True
10^7,10000000.0,20,255.0,62.9981,200.9229,3.289293,1.616791,0.491532,True
10^7,10000000.0,25,255.0,63.7271,199.6328,3.260252,1.638446,0.502552,True
10^7,10000000.0,30,255.0,63.7669,199.9862,3.226824,1.625976,0.503894,True
10^7,10000000.0,35,255.0,63.6936,200.0562,3.208428,1.627863,0.507371,True
10^7,10000000.0,40,129.545,70.1258,220.844,1.859036,0.712732,0.383388,True
10^7,10000000.0,45,129.4266,65.4763,216.329,1.985202,0.74339,0.374466,True
10^7,10000000.0,50,131.4299,62.8087,214.1085,2.089134,0.778543,0.372663,True
10^7,10000000.0,55,132.1422,61.2104,212.6723,2.134436,0.789521,0.369897,True
10^7,10000000.0,60,107.5447,56.2538,180.1691,1.886639,0.759577,0.402608,True
10^7,10000000.0,65,110.1976,55.7157,180.033,1.92172,0.780597,0.406197,True
10^7,10000000.0,70,112.5351,55.307,179.741,1.962271,0.803541,0.409495,True
10^7,10000000.0,75,119.8284,55.8922,181.1504,2.016759,0.860039,0.426446,True
10^7,10000000.0,80,123.6859,55.6878,180.9909,2.069292,0.897707,0.433823,True
10^7,10000000.0,85,130.534,55.4005,181.1054,2.176045,0.952631,0.437781,True
10^7,10000000.0,90,141.6884,55.3048,181.9239,2.341852,1.035987,0.442379,True
10^7,10000000.0,95,155.4262,54.7892,183.5037,2.566527,1.139751,0.444083,True
10^7,10000000.0,100,177.4445,55.2317,187.7088,2.866309,1.268107,0.442418,True
10^7,10000000.0,105,205.3634,55.5186,193.0713,3.263529,1.43834,0.440731,True
10^7,10000000.0,110,255.0,64.2308,200.1101,3.341719,1.603397,0.479812,True
10^7,10000000.0,115,255.0,64.081,199.7797,3.323353,1.608702,0.48406,True
10^7,10000000.0,120,255.0,63.743,199.1928,3.326107,1.628535,0.489622,True
10^8 (Positive Control),100000000.0,0,190.2134,179.0672,237.1961,1.066982,0.874161,0.819284,True
10^8 (Positive Control),100000000.0,5,184.1875,162.0662,236.1135,1.151194,0.891283,0.774225,True
10^8 (Positive Control),100000000.0,10,184.4425,150.6952,233.9198,1.236811,0.929826,0.751793,True
10^8 (Positive Control),100000000.0,15,255.0,127.8983,210.8907,1.643317,1.533282,0.933041,True
10^8 (Positive Control),100000000.0,20,255.0,124.7478,211.4198,1.661106,1.536519,0.924997,True
10^8 (Positive Control),100000000.0,25,255.0,126.444,210.1821,1.64315,1.55621,0.947089,True
10^8 (Positive Control),100000000.0,30,255.0,126.607,210.5811,1.625223,1.544169,0.950127,True
10^8 (Positive Control),100000000.0,35,255.0,126.4325,210.6133,1.616327,1.546266,0.956654,True
10^8 (Positive Control),100000000.0,40,188.1246,141.6844,232.5954,1.336189,0.982732,0.735474,True
10^8 (Positive Control),100000000.0,45,195.974,135.7622,229.9808,1.449722,1.058803,0.730349,True
10^8 (Positive Control),100000000.0,50,222.3514,132.8377,227.1781,1.671129,1.241354,0.742823,True
10^8 (Positive Control),100000000.0,55,235.0398,133.7185,223.331,1.737869,1.337289,0.769499,True
10^8 (Positive Control),100000000.0,60,227.6582,127.4631,208.6484,1.762587,1.388453,0.787736,True
10^8 (Positive Control),100000000.0,65,228.9433,126.0285,209.2742,1.76504,1.395145,0.790432,True
10^8 (Positive Control),100000000.0,70,229.414,124.5037,209.5418,1.777005,1.405129,0.790729,True
10^8 (Positive Control),100000000.0,75,236.8141,123.8128,210.7184,1.799234,1.461178,0.812111,True
10^8 (Positive Control),100000000.0,80,237.3437,122.1731,210.3355,1.809939,1.4823,0.818978,True
10^8 (Positive Control),100000000.0,85,237.8039,120.4139,210.1217,1.823895,1.495825,0.820126,True
10^8 (Positive Control),100000000.0,90,238.3754,118.7309,209.8833,1.835209,1.510752,0.823204,True
10^8 (Positive Control),100000000.0,95,239.1778,115.9318,209.5436,1.866531,1.53595,0.822891,True
10^8 (Positive Control),100000000.0,100,240.0851,114.5668,209.0751,1.869629,1.540425,0.82392,True
10^8 (Positive Control),100000000.0,105,242.5398,113.0956,209.2634,1.892082,1.567277,0.828335,True
10^8 (Positive Control),100000000.0,110,255.0,129.8244,211.005,1.653318,1.520608,0.919731,True
10^8 (Positive Control),100000000.0,115,255.0,128.9796,210.7254,1.651142,1.525142,0.923689,True
10^8 (Positive Control),100000000.0,120,255.0,127.9923,209.9932,1.656476,1.544777,0.932568,True
0 (Sterile Negative Control),0.0,0,220.5924,217.3388,255.0,1.019495,0.942992,0.92496,True
0 (Sterile Negative Control),0.0,5,210.9818,208.2804,255.0,1.026071,0.945325,0.921305,True
0 (Sterile Negative Control),0.0,10,205.6922,199.711,255.0,1.040777,0.951229,0.91396,True
0 (Sterile Negative Control),0.0,15,196.5281,157.3835,255.0,1.029227,0.977291,0.949538,True
0 (Sterile Negative Control),0.0,20,195.9897,155.5959,255.0,1.023588,0.979121,0.956557,True
0 (Sterile Negative Control),0.0,25,194.6426,156.1264,255.0,1.015774,0.979087,0.963883,True
0 (Sterile Negative Control),0.0,30,196.2749,156.7301,255.0,1.010516,0.981519,0.971305,True
0 (Sterile Negative Control),0.0,35,196.2486,156.4066,255.0,1.00554,0.98287,0.977455,True
0 (Sterile Negative Control),0.0,40,201.1397,191.8065,255.0,1.055307,0.958404,0.908175,True
0 (Sterile Negative Control),0.0,45,196.7011,186.2719,255.0,1.060534,0.958462,0.903754,True
0 (Sterile Negative Control),0.0,50,193.1879,180.487,255.0,1.068626,0.960864,0.899158,True
0 (Sterile Negative Control),0.0,55,192.0921,177.5785,255.0,1.069513,0.957199,0.894986,True
0 (Sterile Negative Control),0.0,60,189.5108,174.5857,255.0,1.071216,0.945707,0.882836,True
0 (Sterile Negative Control),0.0,65,188.8837,171.1164,255.0,1.072502,0.944629,0.880771,True
0 (Sterile Negative Control),0.0,70,187.9154,168.9972,255.0,1.072343,0.945778,0.881973,True
0 (Sterile Negative Control),0.0,75,185.629,161.5085,255.0,1.081175,0.946462,0.875402,True
0 (Sterile Negative Control),0.0,80,184.0207,158.7732,255.0,1.07982,0.947976,0.877903,True
0 (Sterile Negative Control),0.0,85,183.1072,156.8201,255.0,1.078354,0.949069,0.880109,True
0 (Sterile Negative Control),0.0,90,182.351,155.2275,255.0,1.07381,0.951212,0.88583,True
0 (Sterile Negative Control),0.0,95,180.3029,152.2486,255.0,1.071436,0.951466,0.888029,True
0 (Sterile Negative Control),0.0,100,181.5436,152.1511,255.0,1.064522,0.955034,0.897148,True
0 (Sterile Negative Control),0.0,105,180.3886,150.1095,255.0,1.060238,0.956588,0.902239,True
0 (Sterile Negative Control),0.0,110,196.9724,158.7676,255.0,1.044278,0.97193,0.930719,True
0 (Sterile Negative Control),0.0,115,197.0596,158.4551,255.0,1.038619,0.973967,0.937751,True
0 (Sterile Negative Control),0.0,120,195.2896,157.3534,255.0,1.031886,0.974248,0.944143,True
