# SD ALGORITHM — CV (SD/mean) PER TIMEPOINT,thr_all=0.04,thr_two=0.08
group,concentration_cfu_ml,time_min,cv_R,cv_G,cv_B,cv_RG,cv_RB,cv_GB,sd_flag,meets_thr_all,meets_thr_two
10^2,100.0,35,0.101967,0.262548,0.0,0.099646,0.006477,0.098445,1,False,True
10^2,100.0,40,0.095349,0.245132,0.0,0.096786,0.024233,0.092228,1,False,True
10^2,100.0,45,0.081344,0.211943,0.0,0.081539,0.043805,0.081105,1,True,True
10^2,100.0,50,0.066221,0.18069,0.0,0.0691,0.053286,0.070815,1,True,False
10^2,100.0,55,0.030837,0.115985,0.0,0.050618,0.057292,0.042203,1,True,False
10^2,100.0,60,0.030878,0.110429,0.0,0.048014,0.05694,0.047223,1,True,False
10^2,100.0,65,0.030932,0.104879,0.0,0.046782,0.053679,0.051359,1,True,False
10^2,100.0,70,0.03092,0.099739,0.0,0.047035,0.047648,0.053315,1,True,False
10^2,100.0,75,0.030895,0.095395,0.0,0.048539,0.038067,0.053294,0,False,False
10^2,100.0,80,0.030905,0.092183,0.0,0.051063,0.02162,0.04954,0,False,False
10^2,100.0,85,0.007486,0.05365,0.0,0.036533,0.02432,0.015412,0,False,False
10^2,100.0,90,0.00208,0.037787,0.0,0.026031,0.023204,0.006315,0,False,False
10^2,100.0,95,0.001343,0.029266,0.0,0.018684,0.022388,0.006441,0,False,False
10^2,100.0,100,0.001516,0.025017,0.0,0.014574,0.022864,0.012051,0,False,False
10^2,100.0,105,0.001812,0.021077,0.0,0.020358,0.076704,0.088855,0,False,False
10^2,100.0,110,0.001792,0.024114,0.0,0.019456,0.07948,0.089583,0,False,False
10^2,100.0,115,0.001978,0.021385,0.0,0.017372,0.081809,0.091594,1,False,True
10^2,100.0,120,0.001895,0.019155,0.0,0.016324,0.083815,0.093995,1,False,True
10^3,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^3,1000.0,5,0.039627,0.049726,0.0,0.006877,0.014347,0.021223,0,False,False
10^3,1000.0,10,0.03266,0.041083,0.0,0.005606,0.011754,0.017415,0,False,False
10^3,1000.0,15,0.06853,0.138629,0.0,0.036063,0.03662,0.014229,0,False,False
10^3,1000.0,20,0.074102,0.156083,0.0,0.03812,0.040307,0.012648,0,False,False
10^3,1000.0,25,0.074279,0.159171,0.0,0.03641,0.040442,0.012552,0,False,False
10^3,1000.0,30,0.072614,0.157321,0.0,0.034188,0.039876,0.01344,0,False,False
10^3,1000.0,35,0.070394,0.153642,0.0,0.031887,0.038997,0.015196,0,False,False
10^3,1000.0,40,0.065931,0.143583,0.0,0.029898,0.04805,0.032482,0,False,False
10^3,1000.0,45,0.048568,0.11714,0.0,0.026161,0.058291,0.051767,0,False,False
10^3,1000.0,50,0.039689,0.096388,0.0,0.022772,0.064772,0.06526,0,False,False
10^3,1000.0,55,0.01702,0.051546,0.0,0.015761,0.06825,0.072876,0,False,False
10^3,1000.0,60,0.017872,0.049639,0.0,0.017462,0.067876,0.075491,0,False,False
10^3,1000.0,65,0.018584,0.048206,0.0,0.020216,0.064034,0.0746,0,False,False
10^3,1000.0,70,0.019217,0.047874,0.0,0.022577,0.056953,0.068815,0,False,False
10^3,1000.0,75,0.019688,0.048739,0.0,0.023686,0.045004,0.055222,0,False,False
10^3,1000.0,80,0.019899,0.050184,0.0,0.022431,0.023019,0.017323,0,False,False
10^3,1000.0,85,0.007175,0.027827,0.0,0.013393,0.025881,0.013549,0,False,False
10^3,1000.0,90,0.001557,0.019153,0.0,0.009993,0.025141,0.016085,0,False,False
10^3,1000.0,95,0.002154,0.01546,0.0,0.007492,0.024216,0.019617,0,False,False
10^3,1000.0,100,0.002848,0.012543,0.0,0.006259,0.024923,0.024214,0,False,False
10^3,1000.0,105,0.14317,0.215898,0.0,0.044118,0.048357,0.099742,1,True,False
10^3,1000.0,110,0.142725,0.218174,0.0,0.044124,0.046281,0.096859,1,True,False
10^3,1000.0,115,0.142087,0.219004,0.0,0.04387,0.043591,0.093373,1,True,False
10^3,1000.0,120,0.141352,0.219186,0.0,0.0434,0.040493,0.089227,1,True,False
10^4,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^4,10000.0,5,0.021718,0.033843,0.0,0.008897,0.00357,0.005327,0,False,False
10^4,10000.0,10,0.017824,0.027855,0.0,0.007249,0.002913,0.004355,0,False,False
10^4,10000.0,15,0.042092,0.109866,0.0,0.030117,0.06116,0.030892,0,False,False
10^4,10000.0,20,0.045769,0.122953,0.0,0.031225,0.066603,0.035685,0,False,False
10^4,10000.0,25,0.045759,0.12484,0.0,0.029781,0.066424,0.037558,0,False,False
10^4,10000.0,30,0.044628,0.122884,0.0,0.02787,0.064892,0.038632,0,False,False
10^4,10000.0,35,0.04323,0.119761,0.0,0.025955,0.062873,0.039405,0,False,False
10^4,10000.0,40,0.04054,0.112835,0.0,0.024557,0.064905,0.043564,0,False,False
10^4,10000.0,45,0.030798,0.094933,0.0,0.020133,0.0642,0.048507,0,False,False
10^4,10000.0,50,0.02524,0.081398,0.0,0.016921,0.062676,0.051915,0,False,False
10^4,10000.0,55,0.015055,0.05894,0.0,0.011953,0.060031,0.055123,0,False,False
10^4,10000.0,60,0.014984,0.055507,0.0,0.012147,0.059537,0.05741,0,False,False
10^4,10000.0,65,0.015008,0.051705,0.0,0.014123,0.056178,0.056753,0,False,False
10^4,10000.0,70,0.015321,0.048329,0.0,0.016628,0.049911,0.052235,0,False,False
10^4,10000.0,75,0.015687,0.045777,0.0,0.018432,0.039438,0.041033,0,False,False
10^4,10000.0,80,0.016223,0.044073,0.0,0.019129,0.020448,0.004403,0,False,False
10^4,10000.0,85,0.010955,0.03496,0.0,0.014948,0.019922,0.006249,0,False,False
10^4,10000.0,90,0.006927,0.027701,0.0,0.011261,0.018276,0.008447,0,False,False
10^4,10000.0,95,0.00409,0.021362,0.0,0.007897,0.019529,0.013491,0,False,False
10^4,10000.0,100,0.001958,0.016824,0.0,0.005641,0.021511,0.018699,0,False,False
10^4,10000.0,105,0.001295,0.012986,0.0,0.011869,0.077263,0.085941,0,False,False
10^4,10000.0,110,0.000932,0.012467,0.0,0.011378,0.080134,0.088863,1,False,True
10^4,10000.0,115,0.001068,0.010895,0.0,0.011985,0.082353,0.091793,1,False,True
10^4,10000.0,120,0.001204,0.00933,0.0,0.013091,0.084386,0.094729,1,False,True
10^5,100000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,5,0.034631,0.064608,0.0,0.026779,0.009348,0.036122,0,False,False
10^5,100000.0,10,0.028509,0.053568,0.0,0.021728,0.007649,0.029747,0,False,False
10^5,100000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^5,100000.0,45,0.010781,0.039969,0.004444,0.027804,0.007481,0.020326,0,False,False
10^5,100000.0,50,0.016238,0.052669,0.005542,0.034814,0.010938,0.024087,0,False,False
10^5,100000.0,55,0.019012,0.062236,0.005377,0.040118,0.012624,0.027816,0,False,False
10^5,100000.0,60,0.021261,0.07062,0.005555,0.044685,0.013747,0.031395,0,False,False
10^5,100000.0,65,0.023047,0.078451,0.005581,0.049316,0.014275,0.035657,0,False,False
10^5,100000.0,70,0.024359,0.085791,0.005579,0.053959,0.014598,0.04015,0,False,False
10^5,100000.0,75,0.025329,0.09225,0.005677,0.057737,0.015019,0.043687,0,False,False
10^5,100000.0,80,0.026379,0.097566,0.005723,0.0603,0.015397,0.046123,0,False,False
10^5,100000.0,85,0.021943,0.084584,0.004352,0.051973,0.012798,0.04006,0,False,False
10^5,100000.0,90,0.017657,0.073804,0.003725,0.04514,0.01062,0.035339,0,False,False
10^5,100000.0,95,0.014811,0.064802,0.003833,0.038892,0.012127,0.028881,0,False,False
10^5,100000.0,100,0.012186,0.056239,0.003675,0.032492,0.014646,0.021711,0,False,False
10^5,100000.0,105,0.009791,0.04808,0.003751,0.034198,0.077284,0.096215,0,False,False
10^5,100000.0,110,0.008613,0.04493,0.00717,0.029869,0.080671,0.094444,1,False,True
10^5,100000.0,115,0.006759,0.039021,0.007051,0.025256,0.082876,0.094064,1,False,True
10^5,100000.0,120,0.00475,0.033737,0.006867,0.021446,0.085102,0.094629,1,False,True
10^6,1000000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,5,0.04506,0.1012,0.016319,0.05304,0.003466,0.056501,0,False,False
10^6,1000000.0,10,0.037186,0.084649,0.013376,0.042773,0.002832,0.046756,0,False,False
10^6,1000000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^6,1000000.0,45,0.014127,0.0416,0.005506,0.026091,0.005197,0.020895,0,False,False
10^6,1000000.0,50,0.01629,0.055937,0.005409,0.038275,0.010927,0.027565,0,False,False
10^6,1000000.0,55,0.016312,0.066644,0.005054,0.047824,0.015561,0.032653,0,False,False
10^6,1000000.0,60,0.016619,0.076467,0.005188,0.055822,0.018608,0.037691,0,False,False
10^6,1000000.0,65,0.01593,0.084797,0.005556,0.063803,0.02251,0.041981,0,False,False
10^6,1000000.0,70,0.014948,0.092019,0.005934,0.071091,0.02621,0.045814,0,False,False
10^6,1000000.0,75,0.014189,0.098955,0.006837,0.077254,0.029438,0.049056,0,False,False
10^6,1000000.0,80,0.01342,0.106275,0.007652,0.084345,0.032899,0.052826,0,False,False
10^6,1000000.0,85,0.006322,0.094968,0.007648,0.080048,0.033452,0.04746,0,False,False
10^6,1000000.0,90,0.003112,0.086584,0.0081,0.076155,0.032666,0.043966,0,False,False
10^6,1000000.0,95,0.004449,0.08059,0.008722,0.072935,0.034701,0.039278,0,False,False
10^6,1000000.0,100,0.007233,0.075458,0.008724,0.070101,0.037765,0.03405,0,False,False
10^6,1000000.0,105,0.009672,0.071407,0.008425,0.075943,0.073776,0.108071,1,True,False
10^6,1000000.0,110,0.011108,0.071019,0.010726,0.07385,0.081935,0.104623,1,True,True
10^6,1000000.0,115,0.01302,0.065507,0.009927,0.068145,0.086664,0.101408,1,True,True
10^6,1000000.0,120,0.013539,0.059527,0.009177,0.060948,0.090088,0.098407,1,True,True
10^6,1000000.0,125,0.013082,0.052324,0.007992,0.061582,0.113791,0.139342,1,True,True
10^7,10000000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,5,0.033536,0.082174,0.013421,0.045476,0.005169,0.040312,0,False,False
10^7,10000000.0,10,0.0276,0.06842,0.010993,0.036737,0.004215,0.03323,0,False,False
10^7,10000000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^7,10000000.0,45,0.016151,0.058422,0.004482,0.040902,0.002148,0.038755,0,False,False
10^7,10000000.0,50,0.014562,0.071165,0.004128,0.055408,0.013184,0.044146,0,False,False
10^7,10000000.0,55,0.011922,0.082006,0.004074,0.071573,0.025466,0.048882,0,False,False
10^7,10000000.0,60,0.012515,0.090417,0.0042,0.084982,0.035898,0.052424,0,False,False
10^7,10000000.0,65,0.014531,0.098621,0.004612,0.096807,0.043762,0.056474,1,True,False
10^7,10000000.0,70,0.016908,0.106496,0.005323,0.107181,0.050098,0.060625,1,True,False
10^7,10000000.0,75,0.019298,0.114253,0.006277,0.116466,0.05561,0.064628,1,True,False
10^7,10000000.0,80,0.02292,0.12341,0.006941,0.12879,0.061814,0.070405,1,True,False
10^7,10000000.0,85,0.032775,0.109206,0.006919,0.130698,0.068265,0.06259,1,True,False
10^7,10000000.0,90,0.050061,0.10544,0.006782,0.146316,0.079023,0.064772,1,True,False
10^7,10000000.0,95,0.076066,0.104,0.005905,0.170181,0.101269,0.066602,1,True,True
10^7,10000000.0,100,0.108461,0.098937,0.005826,0.191112,0.129666,0.064021,1,True,True
10^7,10000000.0,105,0.137811,0.08878,0.006632,0.213029,0.118588,0.120858,1,True,True
10^7,10000000.0,110,0.154957,0.075985,0.006488,0.209134,0.161164,0.113883,1,True,True
10^7,10000000.0,115,0.158357,0.058748,0.006571,0.190458,0.17571,0.109038,1,True,True
10^7,10000000.0,120,0.149068,0.039985,0.006564,0.16205,0.17449,0.106813,1,True,True
10^8 (Positive Control),100000000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,5,0.0178,0.070648,0.008846,0.049652,0.016334,0.033331,0,False,False
10^8 (Positive Control),100000000.0,10,0.014595,0.05866,0.007238,0.040072,0.013286,0.02743,0,False,False
10^8 (Positive Control),100000000.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
10^8 (Positive Control),100000000.0,45,0.010796,0.053716,0.006461,0.063106,0.03107,0.032067,0,False,False
10^8 (Positive Control),100000000.0,50,0.036745,0.072886,0.006187,0.107132,0.063619,0.0438,0,True,False
10^8 (Positive Control),100000000.0,55,0.111607,0.075213,0.005393,0.172886,0.136068,0.043514,0,True,True
10^8 (Positive Control),100000000.0,60,0.160594,0.065457,0.004764,0.191629,0.187613,0.041102,0,True,True
10^8 (Positive Control),100000000.0,65,0.175923,0.060985,0.004296,0.184763,0.204523,0.054532,1,True,True
10^8 (Positive Control),100000000.0,70,0.176172,0.060076,0.003981,0.172931,0.205217,0.066652,1,True,True
10^8 (Positive Control),100000000.0,75,0.171538,0.058835,0.003695,0.161948,0.201021,0.074232,1,True,True
10^8 (Positive Control),100000000.0,80,0.165431,0.057885,0.003475,0.152133,0.195337,0.080085,1,True,True
10^8 (Positive Control),100000000.0,85,0.139246,0.055416,0.003223,0.109277,0.162152,0.08817,1,True,True
10^8 (Positive Control),100000000.0,90,0.101074,0.057083,0.003546,0.064589,0.118475,0.088984,1,True,True
10^8 (Positive Control),100000000.0,95,0.048211,0.048495,0.004009,0.02917,0.065154,0.078413,0,False,False
10^8 (Positive Control),100000000.0,100,0.011117,0.026986,0.004841,0.030159,0.029065,0.055905,0,False,False
10^8 (Positive Control),100000000.0,105,0.006174,0.012077,0.005739,0.02289,0.075473,0.08928,0,False,False
10^8 (Positive Control),100000000.0,110,0.005455,0.015335,0.008285,0.016672,0.080066,0.090987,1,False,True
10^8 (Positive Control),100000000.0,115,0.003852,0.018681,0.008473,0.015061,0.082935,0.092557,1,False,True
10^8 (Positive Control),100000000.0,120,0.002799,0.021658,0.008407,0.014737,0.085194,0.093886,1,False,True
0 (Sterile Negative Control),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False
0 (Sterile Negative Control),0.0,5,0.02361,0.036339,0.0,0.009502,0.001677,0.007824,0,False,False
0 (Sterile Negative Control),0.0,10,0.019386,0.029927,0.0,0.007741,0.001369,0.0064,0,False,False
0 (Sterile Negative Control),0.0,15,0.03321,0.084933,0.0,0.012448,0.07251,0.061329,0,False,False
0 (Sterile Negative Control),0.0,20,0.035218,0.092949,0.0,0.011557,0.07861,0.06869,0,False,False
0 (Sterile Negative Control),0.0,25,0.034633,0.092848,0.0,0.010351,0.078371,0.070569,0,False,False
0 (Sterile Negative Control),0.0,30,0.033602,0.090184,0.0,0.009756,0.076282,0.070883,0,False,False
0 (Sterile Negative Control),0.0,35,0.032252,0.086842,0.0,0.009955,0.073928,0.070827,0,False,False
0 (Sterile Negative Control),0.0,40,0.030274,0.081369,0.0,0.011893,0.074907,0.075142,0,False,False
0 (Sterile Negative Control),0.0,45,0.020854,0.063952,0.0,0.016336,0.072872,0.080446,0,False,False
0 (Sterile Negative Control),0.0,50,0.017418,0.052823,0.0,0.022201,0.069766,0.084456,0,False,False
0 (Sterile Negative Control),0.0,55,0.011116,0.031383,0.0,0.02682,0.065203,0.088002,0,False,False
0 (Sterile Negative Control),0.0,60,0.011735,0.031651,0.0,0.030947,0.064746,0.091902,0,False,False
0 (Sterile Negative Control),0.0,65,0.012545,0.033673,0.0,0.033621,0.061277,0.09109,0,False,False
0 (Sterile Negative Control),0.0,70,0.013342,0.036307,0.0,0.033482,0.054386,0.083611,0,False,False
0 (Sterile Negative Control),0.0,75,0.014105,0.039229,0.0,0.02938,0.043256,0.065867,0,False,False
0 (Sterile Negative Control),0.0,80,0.014679,0.04173,0.0,0.018592,0.022253,0.010135,0,False,False
0 (Sterile Negative Control),0.0,85,0.009305,0.028902,0.0,0.011366,0.021992,0.014459,0,False,False
0 (Sterile Negative Control),0.0,90,0.005029,0.019093,0.0,0.006872,0.020618,0.019019,0,False,False
0 (Sterile Negative Control),0.0,95,0.002879,0.011752,0.0,0.006139,0.021738,0.025463,0,False,False
0 (Sterile Negative Control),0.0,100,0.001886,0.006547,0.0,0.009039,0.023462,0.031847,0,False,False
0 (Sterile Negative Control),0.0,105,0.002173,0.003966,0.0,0.010382,0.076837,0.083794,0,False,False
0 (Sterile Negative Control),0.0,110,0.002398,0.003705,0.0,0.01349,0.079962,0.089258,0,False,False
0 (Sterile Negative Control),0.0,115,0.00269,0.004664,0.0,0.016636,0.082389,0.093972,1,False,True
0 (Sterile Negative Control),0.0,120,0.002674,0.006157,0.0,0.019762,0.084563,0.098414,1,False,True

# SD ALGORITHM — PER-GROUP SUMMARY (final timepoint CVs)
group,concentration_cfu_ml,final_cv_RG,final_cv_RB,final_cv_GB,sd_event_count,detected,first_detection_min
10^1 ,10.0,0.013345,0.083281,0.093518,3,True,110
10^2,100.0,0.016324,0.083815,0.093995,12,True,25
10^3,1000.0,0.0434,0.040493,0.089227,4,True,105
10^4,10000.0,0.013091,0.084386,0.094729,3,True,110
10^5,100000.0,0.021446,0.085102,0.094629,3,True,110
10^6,1000000.0,0.061582,0.113791,0.139342,5,True,105
10^7,10000000.0,0.16205,0.17449,0.106813,12,True,65
10^8 (Positive Control),100000000.0,0.014737,0.085194,0.093886,9,True,65
0 (Sterile Negative Control),0.0,0.019762,0.084563,0.098414,2,True,115
