# LIKERT REFERENCE COLORS
level,label,R,G,B
1,No change (Negative),94,86,198
2,Slight change (Likely negative),80,68,175
3,Moderate change (Ambiguous),92,30,154
4,Clear change (Likely positive),210,50,158
5,Definite change (Positive),240,60,135

# LIKERT SCORES — PER TIMEPOINT
group,concentration_cfu_ml,time_min,likert_score,match_distance_rgb,above_threshold
10^5,100000.0,45,1,84.07,False
10^5,100000.0,50,1,78.91,False
10^5,100000.0,55,1,75.89,False
10^5,100000.0,60,1,73.11,False
10^5,100000.0,65,1,71.03,False
10^5,100000.0,70,1,69.37,False
10^5,100000.0,75,1,67.98,False
10^5,100000.0,80,1,66.81,False
10^5,100000.0,85,1,65.4,False
10^5,100000.0,90,1,64.81,False
10^5,100000.0,95,1,64.18,False
10^5,100000.0,100,1,63.76,False
10^5,100000.0,105,1,63.46,False
10^5,100000.0,110,1,60.01,False
10^5,100000.0,115,1,62.08,False
10^5,100000.0,120,1,61.89,False
10^6,1000000.0,0,1,100.52,False
10^6,1000000.0,5,1,81.35,False
10^6,1000000.0,10,1,81.35,False
10^6,1000000.0,15,1,57.2,False
10^6,1000000.0,20,1,57.26,False
10^6,1000000.0,25,1,57.43,False
10^6,1000000.0,30,1,57.51,False
10^6,1000000.0,35,1,57.51,False
10^6,1000000.0,40,1,65.02,False
10^6,1000000.0,45,1,59.96,False
10^6,1000000.0,50,1,57.13,False
10^6,1000000.0,55,1,56.01,False
10^6,1000000.0,60,1,54.73,False
10^6,1000000.0,65,1,54.36,False
10^6,1000000.0,70,1,54.3,False
10^6,1000000.0,75,1,53.6,False
10^6,1000000.0,80,1,53.62,False
10^6,1000000.0,85,1,52.97,False
10^6,1000000.0,90,1,53.7,False
10^6,1000000.0,95,1,54.02,False
10^6,1000000.0,100,1,54.9,False
10^6,1000000.0,105,1,55.76,False
10^6,1000000.0,110,1,54.83,False
10^6,1000000.0,115,1,56.53,False
10^6,1000000.0,120,1,56.81,False
10^6,1000000.0,125,1,56.81,False
10^7,10000000.0,0,1,109.36,False
10^7,10000000.0,5,1,92.56,False
10^7,10000000.0,10,1,92.56,False
10^7,10000000.0,15,4,80.49,False
10^7,10000000.0,20,4,80.26,False
10^7,10000000.0,25,4,79.82,False
10^7,10000000.0,30,4,79.95,False
10^7,10000000.0,35,4,79.31,False
10^7,10000000.0,40,1,73.98,False
10^7,10000000.0,45,1,66.98,False
10^7,10000000.0,50,1,64.46,False
10^7,10000000.0,55,1,64.58,False
10^7,10000000.0,60,1,65.52,False
10^7,10000000.0,65,1,66.07,False
10^7,10000000.0,70,1,66.63,False
10^7,10000000.0,75,1,67.22,False
10^7,10000000.0,80,1,69.07,False
10^7,10000000.0,85,1,73.28,False
10^7,10000000.0,90,1,82.61,False
10^7,10000000.0,95,4,82.45,True
10^7,10000000.0,100,4,80.6,True
10^7,10000000.0,105,4,80.79,True
10^7,10000000.0,110,4,78.59,True
10^7,10000000.0,115,4,80.92,True
10^7,10000000.0,120,4,80.84,True
10^8 (Positive Control),100000000.0,0,1,103.78,False
10^8 (Positive Control),100000000.0,5,1,90.95,False
10^8 (Positive Control),100000000.0,10,1,90.95,False
10^8 (Positive Control),100000000.0,15,4,86.16,False
10^8 (Positive Control),100000000.0,20,4,85.19,False
10^8 (Positive Control),100000000.0,25,4,84.52,False
10^8 (Positive Control),100000000.0,30,4,84.04,False
10^8 (Positive Control),100000000.0,35,4,83.38,False
10^8 (Positive Control),100000000.0,40,1,76.62,False
10^8 (Positive Control),100000000.0,45,1,74.53,False
10^8 (Positive Control),100000000.0,50,1,80.35,False
10^8 (Positive Control),100000000.0,55,4,82.34,True
10^8 (Positive Control),100000000.0,60,4,87.19,True
10^8 (Positive Control),100000000.0,65,4,93.14,True
10^8 (Positive Control),100000000.0,70,4,95.3,True
10^8 (Positive Control),100000000.0,75,4,95.06,True
10^8 (Positive Control),100000000.0,80,4,95.33,True
10^8 (Positive Control),100000000.0,85,4,94.3,True
10^8 (Positive Control),100000000.0,90,4,93.75,True
10^8 (Positive Control),100000000.0,95,4,92.67,True
10^8 (Positive Control),100000000.0,100,4,91.72,True
10^8 (Positive Control),100000000.0,105,4,90.71,True
10^8 (Positive Control),100000000.0,110,4,87.55,True
10^8 (Positive Control),100000000.0,115,4,88.05,True
10^8 (Positive Control),100000000.0,120,4,87.01,True
0 (Sterile Negative Control),0.0,0,1,182.42,False
0 (Sterile Negative Control),0.0,5,1,170.53,False
0 (Sterile Negative Control),0.0,10,1,170.53,False
0 (Sterile Negative Control),0.0,15,1,145.57,False
0 (Sterile Negative Control),0.0,20,1,145.81,False
0 (Sterile Negative Control),0.0,25,1,146.55,False
0 (Sterile Negative Control),0.0,30,1,147.07,False
0 (Sterile Negative Control),0.0,35,1,147.74,False
0 (Sterile Negative Control),0.0,40,1,160.65,False
0 (Sterile Negative Control),0.0,45,1,154.35,False
0 (Sterile Negative Control),0.0,50,1,149.62,False
0 (Sterile Negative Control),0.0,55,1,146.71,False
0 (Sterile Negative Control),0.0,60,1,144.48,False
0 (Sterile Negative Control),0.0,65,1,142.92,False
0 (Sterile Negative Control),0.0,70,1,142.44,False
0 (Sterile Negative Control),0.0,75,1,141.86,False
0 (Sterile Negative Control),0.0,80,1,141.78,False
0 (Sterile Negative Control),0.0,85,1,142.25,False
0 (Sterile Negative Control),0.0,90,1,142.57,False
0 (Sterile Negative Control),0.0,95,1,143.1,False
0 (Sterile Negative Control),0.0,100,1,143.38,False
0 (Sterile Negative Control),0.0,105,1,143.63,False
0 (Sterile Negative Control),0.0,110,1,142.88,False
0 (Sterile Negative Control),0.0,115,1,144.15,False
0 (Sterile Negative Control),0.0,120,1,144.9,False

# LIKERT SCORES — PER-GROUP SUMMARY
group,concentration_cfu_ml,likert_event_count,final_likert_score,detected,first_detection_min
10^1 ,10.0,0,1,False,
10^2,100.0,0,1,False,
10^3,1000.0,1,1,False,
10^4,10000.0,0,1,False,
10^5,100000.0,0,1,False,
10^6,1000000.0,0,1,False,
10^7,10000000.0,6,4,True,95
10^8 (Positive Control),100000000.0,14,4,True,55
0 (Sterile Negative Control),0.0,0,1,False,
